PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Defect Rate%,Compliance,Compliance Numeric Score,Order_Amount,Saved Amount,Defected Unit amount,Deli Time taken,Deliv_Performance,Missing date flag
PO-00489,Delta_Logistics,13-10-2022,17-10-2022,Office Supplies,Delivered,1396,94.75,84.06,210,15%,Yes,1,117347.76,14923.24,17652.6,4,0-5,Valid
PO-00490,Gamma_Co,13-03-2022,24-03-2022,MRO,Delivered,1945,11.28,9.98,94,5%,Yes,1,19411.1,2528.5,938.12,11,11-15,Valid
PO-00491,Delta_Logistics,13-10-2022,18-10-2022,Packaging,Delivered,735,18.49,15.89,113,15%,No,0,11679.15,1911,1795.57,5,0-5,Valid
PO-00492,Epsilon_Group,26-12-2022,11-01-2023,Office Supplies,Pending,1865,30.29,26.83,56,3%,Yes,1,50037.95,6452.9,1502.48,16,16-20,Valid
PO-00493,Beta_Supplies,19-10-2023,24-10-2023,Electronics,Cancelled,675,13.69,11.84,52,8%,Yes,1,7992,1248.75,615.68,5,0-5,Valid
PO-00494,Gamma_Co,06-06-2023,22-06-2023,MRO,Pending,1361,28.57,24.29,65,5%,Yes,1,33058.69,5825.08,1578.85,16,16-20,Valid
PO-00495,Gamma_Co,14-02-2023,15-02-2023,Raw Materials,Delivered,903,66.53,60.15,29,3%,Yes,1,54315.45,5761.14,1744.35,1,0-5,Valid
PO-00496,Epsilon_Group,27-11-2023,,Packaging,Cancelled,1736,53.2,50.68,48,3%,Yes,1,87980.48,4374.72,2432.64,Pending/Cancelled,Pending/Cancelled,Valid
PO-00497,Beta_Supplies,04-07-2023,11-07-2023,MRO,Delivered,1011,98.47,97.06,91,9%,Yes,1,98127.66,1425.51,8832.46,7,6-10,Valid
PO-00498,Delta_Logistics,06-12-2022,24-12-2022,Electronics,Delivered,1712,88.17,85.86,246,14%,Yes,1,146992.32,3954.72,21121.56,18,16-20,Valid
PO-00499,Gamma_Co,29-01-2022,,Office Supplies,Delivered,204,40.76,37.46,10,5%,Yes,1,7641.84,673.2,374.6,Not Updated,Not Updated,Missing
PO-00500,Beta_Supplies,29-04-2022,13-05-2022,Electronics,Partially Delivered,539,33.85,30.57,34,6%,No,0,16477.23,1767.92,1039.38,14,11-15,Valid
PO-00501,Delta_Logistics,25-09-2022,05-10-2022,Office Supplies,Delivered,1459,45.94,42.56,212,15%,No,0,62095.04,4931.42,9022.72,10,6-10,Valid
PO-00502,Gamma_Co,02-07-2022,06-07-2022,MRO,Delivered,834,65.02,56.19,0,0%,Yes,1,46862.46,7364.22,0,4,0-5,Valid
PO-00503,Gamma_Co,18-08-2023,01-09-2023,Packaging,Partially Delivered,1177,37.37,34.27,60,5%,Yes,1,40335.79,3648.7,2056.2,14,11-15,Valid
PO-00504,Delta_Logistics,29-09-2022,19-10-2022,MRO,Delivered,1466,68.82,66.82,211,14%,Yes,1,97958.12,2932,14099.02,20,16-20,Valid
PO-00505,Epsilon_Group,09-02-2022,13-02-2022,Electronics,Delivered,1884,47.08,44.31,54,3%,Yes,1,83480.04,5218.68,2392.74,4,0-5,Valid
PO-00506,Beta_Supplies,22-04-2022,08-05-2022,Electronics,Delivered,295,60.58,57.32,31,11%,Yes,1,16909.4,961.7,1776.92,16,16-20,Valid
PO-00507,Gamma_Co,03-09-2023,04-09-2023,Raw Materials,Delivered,1249,54.18,47.29,59,5%,Yes,1,59065.21,8605.61,2790.11,1,0-5,Valid
PO-00508,Delta_Logistics,21-03-2023,09-04-2023,Raw Materials,Delivered,1112,39.06,33.6,184,17%,No,0,37363.2,6071.52,6182.4,19,16-20,Valid
PO-00509,Gamma_Co,20-12-2022,25-12-2022,Office Supplies,Delivered,1550,100.61,97.43,66,4%,Yes,1,151016.5,4929,6430.38,5,0-5,Valid
PO-00510,Delta_Logistics,18-11-2022,19-11-2022,Electronics,Delivered,1755,82.66,73.67,258,15%,No,0,129290.85,15777.45,19006.86,1,0-5,Valid
PO-00511,Gamma_Co,23-03-2023,31-03-2023,Raw Materials,Delivered,808,24.19,21.64,39,5%,Yes,1,17485.12,2060.4,843.96,8,6-10,Valid
PO-00512,Alpha_Inc,13-09-2023,19-09-2023,Raw Materials,Partially Delivered,587,96.98,95.35,14,2%,Yes,1,55970.45,956.81,1334.9,6,6-10,Valid
PO-00513,Epsilon_Group,08-06-2023,11-06-2023,MRO,Delivered,1940,58.45,50.29,54,3%,Yes,1,97562.6,15830.4,2715.66,3,0-5,Valid
PO-00514,Beta_Supplies,29-04-2022,11-05-2022,Office Supplies,Cancelled,1891,91.87,80.28,158,8%,Yes,1,151809.48,21916.69,12684.24,12,11-15,Valid
PO-00515,Epsilon_Group,30-01-2023,16-02-2023,Packaging,Delivered,970,86.91,78.44,18,2%,Yes,1,76086.8,8215.9,1411.92,17,16-20,Valid
PO-00516,Epsilon_Group,14-08-2023,31-08-2023,MRO,Delivered,457,52.85,50.34,16,4%,Yes,1,23005.38,1147.07,805.44,17,16-20,Valid
PO-00517,Beta_Supplies,14-07-2022,27-07-2022,Office Supplies,Cancelled,574,12.38,11.47,0,0%,No,0,6583.78,522.34,0,13,11-15,Valid
PO-00518,Epsilon_Group,18-09-2022,20-09-2022,Office Supplies,Delivered,877,35.55,34.69,24,3%,Yes,1,30423.13,754.22,832.56,2,0-5,Valid
PO-00519,Alpha_Inc,15-02-2022,27-02-2022,MRO,Delivered,1579,59.04,50.95,29,2%,Yes,1,80450.05,12774.11,1477.55,12,11-15,Valid
PO-00520,Delta_Logistics,27-12-2023,28-12-2023,Raw Materials,Delivered,952,74.72,69.73,0,0%,Yes,1,66382.96,4750.48,0,1,0-5,Valid
PO-00521,Beta_Supplies,23-03-2023,26-03-2023,Raw Materials,Pending,1898,35.53,33.25,187,10%,Yes,1,63108.5,4327.44,6217.75,3,0-5,Valid
PO-00522,Delta_Logistics,02-01-2022,06-01-2022,Packaging,Delivered,85,22.54,20.68,6,7%,Yes,1,1757.8,158.1,124.08,4,0-5,Valid
PO-00523,Gamma_Co,17-06-2023,28-06-2023,Packaging,Pending,734,92.38,78.92,34,5%,No,0,57927.28,9879.64,2683.28,11,11-15,Valid
PO-00524,Alpha_Inc,06-07-2023,18-07-2023,Office Supplies,Delivered,69,107.47,105.53,0,0%,Yes,1,7281.57,133.86,0,12,11-15,Valid
PO-00525,Delta_Logistics,05-12-2023,11-12-2023,Packaging,Delivered,370,63.9,55.79,59,16%,Yes,1,20642.3,3000.7,3291.61,6,6-10,Valid
PO-00526,Delta_Logistics,18-11-2023,03-12-2023,MRO,Delivered,1849,28.25,27.53,271,15%,Yes,1,50902.97,1331.28,7460.63,15,11-15,Valid
PO-00527,Beta_Supplies,21-07-2022,,Packaging,Delivered,561,35.54,30.99,68,12%,No,0,17385.39,2552.55,2107.32,Not Updated,Not Updated,Missing
PO-00528,Gamma_Co,08-01-2023,14-01-2023,Electronics,Delivered,449,12.35,10.67,29,6%,Yes,1,4790.83,754.32,309.43,6,6-10,Valid
PO-00529,Beta_Supplies,18-03-2023,21-03-2023,Office Supplies,Delivered,703,98.75,86.78,59,8%,Yes,1,61006.34,8414.91,5120.02,3,0-5,Valid
PO-00530,Gamma_Co,13-03-2022,28-03-2022,Electronics,Delivered,1021,20.8,18.23,37,4%,Yes,1,18612.83,2623.97,674.51,15,11-15,Valid
PO-00531,Beta_Supplies,12-11-2023,19-11-2023,Office Supplies,Delivered,1956,68.69,65.09,0,0%,Yes,1,127316.04,7041.6,0,7,6-10,Valid
PO-00532,Delta_Logistics,05-12-2022,12-12-2022,Office Supplies,Partially Delivered,520,36.57,34.78,67,13%,No,0,18085.6,930.8,2330.26,7,6-10,Valid
PO-00533,Delta_Logistics,01-10-2023,12-10-2023,MRO,Delivered,1216,66.16,63,179,15%,No,0,76608,3842.56,11277,11,11-15,Valid
PO-00534,Alpha_Inc,18-11-2022,,Raw Materials,Delivered,1165,72.06,63.93,0,0%,Yes,1,74478.45,9471.45,0,Not Updated,Not Updated,Missing
PO-00535,Delta_Logistics,11-11-2023,29-11-2023,Packaging,Pending,1427,93.99,83.6,213,15%,Yes,1,119297.2,14826.53,17806.8,18,16-20,Valid
PO-00536,Epsilon_Group,08-05-2022,10-05-2022,Electronics,Delivered,883,29.15,25.75,14,2%,Yes,1,22737.25,3002.2,360.5,2,0-5,Valid
PO-00537,Delta_Logistics,04-11-2022,11-11-2022,Packaging,Partially Delivered,1873,11.54,9.89,284,15%,No,0,18523.97,3090.45,2808.76,7,6-10,Valid
PO-00538,Epsilon_Group,04-06-2023,06-06-2023,Office Supplies,Delivered,776,24.22,22.53,27,3%,Yes,1,17483.28,1311.44,608.31,2,0-5,Valid
PO-00539,Delta_Logistics,13-11-2022,24-11-2022,Electronics,Delivered,903,95.55,92.45,149,17%,No,0,83482.35,2799.3,13775.05,11,11-15,Valid
PO-00540,Epsilon_Group,14-11-2023,26-11-2023,Electronics,Delivered,100,98.4,85.76,3,3%,Yes,1,8576,1264,257.28,12,11-15,Valid
PO-00541,Epsilon_Group,23-02-2023,08-03-2023,Office Supplies,Delivered,1738,67.91,61.15,0,0%,Yes,1,106278.7,11748.88,0,13,11-15,Valid
PO-00542,Delta_Logistics,01-12-2022,14-12-2022,Packaging,Delivered,1771,67.57,61.48,280,16%,No,0,108881.08,10785.39,17214.4,13,11-15,Valid
PO-00543,Epsilon_Group,17-02-2023,23-02-2023,Electronics,Delivered,624,74.39,66.3,18,3%,No,0,41371.2,5048.16,1193.4,6,6-10,Valid
PO-00544,Alpha_Inc,15-12-2023,31-12-2023,Packaging,Partially Delivered,1263,28.75,27.1,26,2%,Yes,1,34227.3,2083.95,704.6,16,16-20,Valid
PO-00545,Gamma_Co,30-10-2022,16-11-2022,Electronics,Cancelled,1198,96.45,90.09,0,0%,Yes,1,107927.82,7619.28,0,17,16-20,Valid
PO-00546,Epsilon_Group,22-07-2023,25-07-2023,Raw Materials,Delivered,199,51.98,45.64,0,0%,No,0,9082.36,1261.66,0,3,0-5,Valid
PO-00547,Epsilon_Group,11-05-2022,14-05-2022,MRO,Pending,363,45.37,38.73,0,0%,Yes,1,14058.99,2410.32,0,3,0-5,Valid
PO-00548,Alpha_Inc,16-07-2022,22-07-2022,Office Supplies,Delivered,619,58.4,51.04,0,0%,Yes,1,31593.76,4555.84,0,6,6-10,Valid
PO-00549,Alpha_Inc,07-03-2023,18-03-2023,MRO,Delivered,1415,15.22,13.56,30,2%,Yes,1,19187.4,2348.9,406.8,11,11-15,Valid
PO-00550,Beta_Supplies,12-11-2023,23-11-2023,Packaging,Delivered,354,27.71,23.87,39,11%,No,0,8449.98,1359.36,930.93,11,11-15,Valid
PO-00551,Gamma_Co,24-01-2023,03-02-2023,MRO,Delivered,1765,81.01,78.43,78,4%,Yes,1,138428.95,4553.7,6117.54,10,6-10,Valid
PO-00552,Beta_Supplies,25-11-2023,09-12-2023,MRO,Delivered,731,19.37,17.3,69,9%,No,0,12646.3,1513.17,1193.7,14,11-15,Valid
PO-00553,Epsilon_Group,28-06-2022,13-07-2022,MRO,Delivered,887,65.89,59.67,29,3%,Yes,1,52927.29,5517.14,1730.43,15,11-15,Valid
PO-00554,Alpha_Inc,23-09-2023,25-09-2023,MRO,Delivered,1856,35.29,32.41,26,1%,Yes,1,60152.96,5345.28,842.66,2,0-5,Valid
PO-00555,Epsilon_Group,06-08-2023,18-08-2023,Office Supplies,Delivered,1127,49.32,46.49,30,3%,Yes,1,52394.23,3189.41,1394.7,12,11-15,Valid
PO-00556,Delta_Logistics,05-11-2022,19-11-2022,Raw Materials,Delivered,1052,37.78,32.6,162,15%,Yes,1,34295.2,5449.36,5281.2,14,11-15,Valid
PO-00557,Gamma_Co,20-02-2023,22-02-2023,Raw Materials,Delivered,493,44.74,41.44,24,5%,No,0,20429.92,1626.9,994.56,2,0-5,Valid
PO-00558,Delta_Logistics,16-07-2023,29-07-2023,MRO,Partially Delivered,662,81.44,71.33,87,13%,Yes,1,47220.46,6692.82,6205.71,13,11-15,Valid
PO-00559,Alpha_Inc,01-01-2022,07-01-2022,Raw Materials,Delivered,1042,36.74,35.78,33,3%,Yes,1,37282.76,1000.32,1180.74,6,6-10,Valid
PO-00560,Alpha_Inc,08-11-2022,,Raw Materials,Delivered,313,64.03,57.74,1,0%,Yes,1,18072.62,1968.77,57.74,Not Updated,Not Updated,Missing
PO-00561,Alpha_Inc,21-10-2022,10-11-2022,Office Supplies,Delivered,1126,55.22,50.38,0,0%,Yes,1,56727.88,5449.84,0,20,16-20,Valid
PO-00562,Gamma_Co,04-08-2022,19-08-2022,MRO,Delivered,1645,72.17,64,79,5%,Yes,1,105280,13439.65,5056,15,11-15,Valid
PO-00563,Beta_Supplies,17-03-2023,20-03-2023,Packaging,Delivered,1053,100.92,92.35,104,10%,Yes,1,97244.55,9024.21,9604.4,3,0-5,Valid
PO-00564,Epsilon_Group,17-08-2023,29-08-2023,MRO,Delivered,1693,83.14,73.3,62,4%,Yes,1,124096.9,16659.12,4544.6,12,11-15,Valid
PO-00565,Epsilon_Group,14-09-2023,03-10-2023,Raw Materials,Pending,54,32.28,28.65,3,6%,Yes,1,1547.1,196.02,85.95,19,16-20,Valid
PO-00566,Epsilon_Group,02-11-2023,07-11-2023,Packaging,Delivered,1176,14.22,12.21,33,3%,Yes,1,14358.96,2363.76,402.93,5,0-5,Valid
PO-00567,Epsilon_Group,26-11-2022,08-12-2022,Raw Materials,Delivered,1269,35.28,33.7,35,3%,Yes,1,42765.3,2005.02,1179.5,12,11-15,Valid
PO-00568,Epsilon_Group,22-04-2023,25-04-2023,Raw Materials,Delivered,823,68.32,64.46,19,2%,Yes,1,53050.58,3176.78,1224.74,3,0-5,Valid
PO-00569,Beta_Supplies,29-03-2023,15-04-2023,Electronics,Delivered,926,15.65,13.49,94,10%,No,0,12491.74,2000.16,1268.06,17,16-20,Valid
PO-00570,Delta_Logistics,29-03-2023,09-04-2023,Electronics,Cancelled,1041,58.5,52.54,170,16%,No,0,54694.14,6204.36,8931.8,11,11-15,Valid
PO-00571,Gamma_Co,23-11-2023,01-12-2023,Electronics,Pending,933,70.72,65.47,42,5%,Yes,1,61083.51,4898.25,2749.74,8,6-10,Valid
PO-00572,Delta_Logistics,07-08-2022,,Raw Materials,Delivered,1423,41.48,40.9,199,14%,Yes,1,58200.7,825.34,8139.1,Not Updated,Not Updated,Missing
PO-00573,Delta_Logistics,08-06-2023,14-06-2023,MRO,Delivered,96,86.13,80.32,12,13%,No,0,7710.72,557.76,963.84,6,6-10,Valid
PO-00574,Epsilon_Group,30-04-2023,13-05-2023,MRO,Delivered,916,21.06,19.53,25,3%,Yes,1,17889.48,1401.48,488.25,13,11-15,Valid
PO-00575,Epsilon_Group,23-06-2022,,Raw Materials,Delivered,872,17.18,16.63,20,2%,Yes,1,14501.36,479.6,332.6,Not Updated,Not Updated,Missing
PO-00576,Beta_Supplies,06-11-2023,15-11-2023,Electronics,Delivered,985,83.85,80.88,0,0%,No,0,79666.8,2925.45,0,9,6-10,Valid
PO-00577,Gamma_Co,28-03-2022,04-04-2022,Raw Materials,Delivered,1893,55.14,50.1,98,5%,Yes,1,94839.3,9540.72,4909.8,7,6-10,Valid
PO-00578,Alpha_Inc,18-10-2022,,MRO,Delivered,705,75.19,69.55,19,3%,Yes,1,49032.75,3976.2,1321.45,Not Updated,Not Updated,Missing
PO-00579,Delta_Logistics,12-06-2023,28-06-2023,MRO,Delivered,318,53.31,51.78,0,0%,No,0,16466.04,486.54,0,16,16-20,Valid
PO-00580,Alpha_Inc,11-11-2023,16-11-2023,Office Supplies,Pending,419,35.72,32.74,7,2%,Yes,1,13718.06,1248.62,229.18,5,0-5,Valid
PO-00581,Gamma_Co,11-10-2023,26-10-2023,MRO,Delivered,685,92.51,90.05,38,6%,Yes,1,61684.25,1685.1,3421.9,15,11-15,Valid
PO-00582,Delta_Logistics,27-09-2023,12-10-2023,Office Supplies,Partially Delivered,1179,90.14,82.63,194,16%,Yes,1,97420.77,8854.29,16030.22,15,11-15,Valid
PO-00583,Alpha_Inc,10-12-2022,,Raw Materials,Delivered,1743,76.51,65.88,40,2%,Yes,1,114828.84,18528.09,2635.2,Not Updated,Not Updated,Missing
PO-00584,Alpha_Inc,06-04-2022,17-04-2022,MRO,Delivered,1732,35.01,34.18,40,2%,Yes,1,59199.76,1437.56,1367.2,11,11-15,Valid
PO-00585,Beta_Supplies,29-08-2022,01-09-2022,Office Supplies,Delivered,706,65.33,62.06,60,8%,No,0,43814.36,2308.62,3723.6,3,0-5,Valid
PO-00586,Gamma_Co,20-11-2023,30-11-2023,MRO,Cancelled,169,47.16,43.4,0,0%,Yes,1,7334.6,635.44,0,10,6-10,Valid
PO-00587,Gamma_Co,14-11-2022,20-11-2022,Office Supplies,Pending,880,19.15,18.69,0,0%,No,0,16447.2,404.8,0,6,6-10,Valid
PO-00588,Gamma_Co,19-08-2022,25-08-2022,MRO,Delivered,1860,95.8,92.17,105,6%,No,0,171436.2,6751.8,9677.85,6,6-10,Valid
PO-00589,Delta_Logistics,23-07-2022,09-08-2022,MRO,Delivered,1677,22.98,21.71,246,15%,Yes,1,36407.67,2129.79,5340.66,17,16-20,Valid
PO-00590,Beta_Supplies,31-05-2022,07-06-2022,Packaging,Partially Delivered,1131,97.43,91.28,103,9%,Yes,1,103237.68,6955.65,9401.84,7,6-10,Valid
PO-00591,Epsilon_Group,26-01-2022,03-02-2022,Raw Materials,Cancelled,1419,50.14,43.46,0,0%,Yes,1,61669.74,9478.92,0,8,6-10,Valid
PO-00592,Delta_Logistics,17-02-2022,18-02-2022,Raw Materials,Pending,790,26.8,25.62,115,15%,Yes,1,20239.8,932.2,2946.3,1,0-5,Valid
PO-00593,Gamma_Co,08-09-2022,27-09-2022,MRO,Pending,1547,61.12,53.43,77,5%,Yes,1,82656.21,11896.43,4114.11,19,16-20,Valid
PO-00594,Delta_Logistics,02-05-2023,20-05-2023,Office Supplies,Cancelled,166,95.65,94.48,23,14%,Yes,1,15683.68,194.22,2173.04,18,16-20,Valid
PO-00595,Alpha_Inc,18-09-2023,21-09-2023,Electronics,Delivered,1903,83.49,82.33,43,2%,Yes,1,156673.99,2207.48,3540.19,3,0-5,Valid
PO-00596,Delta_Logistics,16-03-2022,29-03-2022,Office Supplies,Partially Delivered,840,83.42,80.35,153,18%,Yes,1,67494,2578.8,12293.55,13,11-15,Valid
PO-00597,Delta_Logistics,12-04-2023,,MRO,Delivered,1200,74.49,64.63,161,13%,Yes,1,77556,11832,10405.43,Not Updated,Not Updated,Missing
PO-00598,Gamma_Co,01-03-2023,18-03-2023,Raw Materials,Delivered,1466,77.37,70.35,72,5%,Yes,1,103133.1,10291.32,5065.2,17,16-20,Valid
PO-00599,Alpha_Inc,07-10-2023,21-10-2023,Office Supplies,Delivered,1981,95.5,94.39,49,2%,Yes,1,186986.59,2198.91,4625.11,14,11-15,Valid
PO-00600,Gamma_Co,13-08-2023,16-08-2023,Packaging,Delivered,1062,35.55,32.38,0,0%,Yes,1,34387.56,3366.54,0,3,0-5,Valid
PO-00601,Alpha_Inc,19-07-2022,30-07-2022,MRO,Delivered,1714,55.67,55.09,42,2%,Yes,1,94424.26,994.12,2313.78,11,11-15,Valid
PO-00602,Alpha_Inc,15-12-2023,30-12-2023,Office Supplies,Delivered,1131,33.35,31.28,23,2%,Yes,1,35377.68,2341.17,719.44,15,11-15,Valid
PO-00603,Alpha_Inc,29-01-2023,15-02-2023,Office Supplies,Delivered,683,104.82,101.34,0,0%,Yes,1,69215.22,2376.84,0,17,16-20,Valid
PO-00604,Gamma_Co,22-05-2023,09-06-2023,Packaging,Partially Delivered,562,102.56,90.88,38,7%,Yes,1,51074.56,6564.16,3453.44,18,16-20,Valid
PO-00605,Alpha_Inc,14-02-2023,20-02-2023,Electronics,Delivered,1824,14.43,14.11,36,2%,Yes,1,25736.64,583.68,507.96,6,6-10,Valid
PO-00606,Beta_Supplies,07-09-2022,12-09-2022,Electronics,Partially Delivered,851,76.44,74.76,91,11%,Yes,1,63620.76,1429.68,6803.16,5,0-5,Valid
PO-00607,Beta_Supplies,01-06-2022,03-06-2022,Office Supplies,Delivered,1169,95.6,82.16,103,9%,Yes,1,96045.04,15711.36,8462.48,2,0-5,Valid
PO-00608,Epsilon_Group,03-11-2023,20-11-2023,MRO,Delivered,1711,29.14,26.35,48,3%,Yes,1,45084.85,4773.69,1264.8,17,16-20,Valid
PO-00609,Beta_Supplies,06-12-2023,12-12-2023,Packaging,Pending,1191,68.14,61.71,112,9%,Yes,1,73496.61,7658.13,6911.52,6,6-10,Valid
PO-00610,Epsilon_Group,06-01-2022,14-01-2022,Electronics,Delivered,609,92.39,82.75,29,5%,Yes,1,50394.75,5870.76,2399.75,8,6-10,Valid
PO-00611,Beta_Supplies,20-04-2022,07-05-2022,Office Supplies,Delivered,1674,13.25,11.77,181,11%,Yes,1,19702.98,2477.52,2130.37,17,16-20,Valid
PO-00612,Gamma_Co,12-03-2023,15-03-2023,MRO,Delivered,537,77.86,71.18,20,4%,Yes,1,38223.66,3587.16,1423.6,3,0-5,Valid
PO-00613,Epsilon_Group,13-08-2022,31-08-2022,Electronics,Delivered,1310,38.05,37,45,3%,Yes,1,48470,1375.5,1665,18,16-20,Valid
PO-00614,Delta_Logistics,30-06-2022,10-07-2022,Raw Materials,Delivered,1958,95.53,91.72,308,16%,Yes,1,179587.76,7459.98,28249.76,10,6-10,Valid
PO-00615,Delta_Logistics,14-12-2023,17-12-2023,Office Supplies,Delivered,946,108.6,101.78,146,15%,Yes,1,96283.88,6451.72,14859.88,3,0-5,Valid
PO-00616,Beta_Supplies,15-06-2023,21-06-2023,Packaging,Partially Delivered,1345,103.06,95.14,0,0%,Yes,1,127963.3,10652.4,0,6,6-10,Valid
PO-00617,Delta_Logistics,21-04-2023,10-05-2023,MRO,Delivered,1262,56.63,51.46,0,0%,No,0,64942.52,6524.54,0,19,16-20,Valid
PO-00618,Beta_Supplies,21-02-2022,13-03-2022,Office Supplies,Pending,753,88.02,79.92,75,10%,Yes,1,60179.76,6099.3,5994,20,16-20,Valid
PO-00619,Beta_Supplies,25-07-2023,14-08-2023,Electronics,Delivered,1520,93.75,81.63,149,10%,Yes,1,124077.6,18422.4,12162.87,20,16-20,Valid
PO-00620,Delta_Logistics,13-09-2022,02-10-2022,Office Supplies,Delivered,630,40.27,37.54,76,12%,Yes,1,23650.2,1719.9,2853.04,19,16-20,Valid
PO-00621,Delta_Logistics,05-05-2022,06-05-2022,Office Supplies,Delivered,839,86.29,82.51,110,13%,Yes,1,69225.89,3171.42,9076.1,1,0-5,Valid
PO-00622,Alpha_Inc,13-04-2023,02-05-2023,Electronics,Delivered,910,14.33,14.07,27,3%,Yes,1,12803.7,236.6,379.89,19,16-20,Valid
PO-00623,Epsilon_Group,17-05-2022,24-05-2022,Raw Materials,Delivered,296,64.94,63.61,0,0%,Yes,1,18828.56,393.68,0,7,6-10,Valid
PO-00624,Beta_Supplies,21-04-2023,05-05-2023,MRO,Delivered,1149,33,30.65,141,12%,Yes,1,35216.85,2700.15,4321.65,14,11-15,Valid
PO-00625,Delta_Logistics,15-11-2023,16-11-2023,Electronics,Delivered,203,23.14,20,0,0%,No,0,4060,637.42,0,1,0-5,Valid
PO-00626,Epsilon_Group,28-06-2023,16-07-2023,Office Supplies,Delivered,1729,18.36,16.34,47,3%,Yes,1,28251.86,3492.58,767.98,18,16-20,Valid
PO-00627,Delta_Logistics,27-07-2023,06-08-2023,Office Supplies,Delivered,1508,79.21,73.27,226,15%,Yes,1,110491.16,8957.52,16559.02,10,6-10,Valid
PO-00628,Delta_Logistics,02-09-2023,15-09-2023,Packaging,Partially Delivered,1046,44.65,40.1,165,16%,No,0,41944.6,4759.3,6616.5,13,11-15,Valid
PO-00629,Alpha_Inc,21-11-2022,24-11-2022,Office Supplies,Delivered,1159,78.99,71.69,14,1%,Yes,1,83088.71,8460.7,1003.66,3,0-5,Valid
PO-00630,Beta_Supplies,30-03-2023,05-04-2023,Electronics,Delivered,746,16.99,15.35,69,9%,No,0,11451.1,1223.44,1059.15,6,6-10,Valid
PO-00631,Beta_Supplies,20-09-2023,06-10-2023,Packaging,Delivered,1358,42.21,38.75,128,9%,Yes,1,52622.5,4698.68,4960,16,16-20,Valid
PO-00632,Gamma_Co,01-06-2023,12-06-2023,Office Supplies,Delivered,1293,63.53,59.42,79,6%,Yes,1,76830.06,5314.23,4694.18,11,11-15,Valid
PO-00633,Alpha_Inc,13-03-2023,24-03-2023,Electronics,Delivered,1142,86.85,74.28,30,3%,Yes,1,84827.76,14354.94,2228.4,11,11-15,Valid
PO-00634,Epsilon_Group,16-07-2023,27-07-2023,MRO,Delivered,1120,42.17,37.47,33,3%,Yes,1,41966.4,5264,1236.51,11,11-15,Valid
PO-00635,Alpha_Inc,02-04-2023,14-04-2023,MRO,Delivered,1058,71.3,62.04,0,0%,Yes,1,65638.32,9797.08,0,12,11-15,Valid
PO-00636,Epsilon_Group,12-06-2022,,Office Supplies,Delivered,143,91.98,86.02,5,3%,Yes,1,12300.86,852.28,430.1,Not Updated,Not Updated,Missing
PO-00637,Beta_Supplies,02-05-2023,14-05-2023,MRO,Delivered,1823,70.66,66.92,202,11%,Yes,1,121995.16,6818.02,13517.84,12,11-15,Valid
PO-00638,Gamma_Co,06-04-2023,10-04-2023,Office Supplies,Delivered,1007,33.29,28.48,49,5%,Yes,1,28679.36,4843.67,1395.52,4,0-5,Valid
PO-00639,Gamma_Co,23-09-2022,08-10-2022,Packaging,Delivered,1061,12.68,12.36,56,5%,No,0,13113.96,339.52,692.16,15,11-15,Valid
PO-00640,Beta_Supplies,11-09-2022,26-09-2022,MRO,Pending,502,91.84,82.33,0,0%,Yes,1,41329.66,4774.02,0,15,11-15,Valid
PO-00641,Delta_Logistics,15-10-2023,19-10-2023,Packaging,Delivered,1277,13.17,11.63,199,16%,No,0,14851.51,1966.58,2314.37,4,0-5,Valid
PO-00642,Alpha_Inc,11-10-2022,24-10-2022,Packaging,Delivered,961,92.72,88.49,22,2%,Yes,1,85038.89,4065.03,1946.78,13,11-15,Valid
PO-00643,Gamma_Co,18-06-2023,02-07-2023,Packaging,Delivered,267,62.5,61.18,17,6%,Yes,1,16335.06,352.44,1040.06,14,11-15,Valid
PO-00644,Delta_Logistics,12-05-2023,18-05-2023,Raw Materials,Cancelled,523,102.08,99.59,0,0%,Yes,1,52085.57,1302.27,0,6,6-10,Valid
PO-00645,Epsilon_Group,04-10-2023,23-10-2023,Electronics,Pending,481,90.49,77.17,0,0%,Yes,1,37118.77,6406.92,0,19,16-20,Valid
PO-00646,Gamma_Co,02-09-2022,09-09-2022,Office Supplies,Delivered,390,103.81,100.12,20,5%,Yes,1,39046.8,1439.1,2002.4,7,6-10,Valid
PO-00647,Epsilon_Group,09-10-2022,25-10-2022,Packaging,Delivered,600,43.43,38.76,22,4%,Yes,1,23256,2802,852.72,16,16-20,Valid
PO-00648,Delta_Logistics,27-03-2023,,Office Supplies,Delivered,1685,84.58,75.21,253,15%,No,0,126728.85,15788.45,19028.13,Not Updated,Not Updated,Missing
PO-00649,Epsilon_Group,21-03-2022,31-03-2022,Packaging,Cancelled,1362,46.64,42.85,33,2%,Yes,1,58361.7,5161.98,1414.05,10,6-10,Valid
PO-00650,Delta_Logistics,01-01-2024,04-01-2024,Electronics,Pending,1327,59.57,56.44,169,13%,Yes,1,74895.88,4153.51,9538.36,3,0-5,Valid
PO-00651,Epsilon_Group,20-10-2022,,MRO,Delivered,1807,69.47,60,50,3%,Yes,1,108420,17112.29,3000,Not Updated,Not Updated,Missing
